file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\domain\model\voyage\CarrierMovement.java,se.citerus.dddsample.domain.model.voyage.CarrierMovement,sameValueAs/1[se.citerus.dddsample.domain.model.voyage.CarrierMovement],false,97,2,2,2,0,2,2,3,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9,1,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\domain\model\voyage\CarrierMovement.java,se.citerus.dddsample.domain.model.voyage.CarrierMovement,arrivalTime/0,false,72,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,true
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\domain\model\voyage\CarrierMovement.java,se.citerus.dddsample.domain.model.voyage.CarrierMovement,"CarrierMovement/4[se.citerus.dddsample.domain.model.location.Location,se.citerus.dddsample.domain.model.location.Location,java.util.Date,java.util.Date]",true,40,1,4,4,0,1,1,7,0,0,4,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,1,0,true
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\domain\model\voyage\CarrierMovement.java,se.citerus.dddsample.domain.model.voyage.CarrierMovement,departureTime/0,false,65,0,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,true
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\test\java\se\citerus\dddsample\interfaces\booking\facade\internal\assembler\LocationDTOAssemblerTest.java,se.citerus.dddsample.interfaces.booking.facade.internal.assembler.LocationDTOAssemblerTest,testToDTOList/0,false,18,4,4,0,4,1,8,12,0,4,0,8,0,0,0,0,0,0,4,3,5,0,0,0,0,0,14,1,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\test\java\se\citerus\dddsample\interfaces\booking\facade\internal\assembler\ItineraryCandidateDTOAssemblerTest.java,se.citerus.dddsample.interfaces.booking.facade.internal.assembler.ItineraryCandidateDTOAssemblerTest,testFromDTO/0,false,63,10,10,0,10,1,14,23,0,7,0,14,0,0,0,0,0,0,9,3,7,0,0,0,0,0,37,1,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\test\java\se\citerus\dddsample\interfaces\booking\facade\internal\assembler\ItineraryCandidateDTOAssemblerTest.java,se.citerus.dddsample.interfaces.booking.facade.internal.assembler.ItineraryCandidateDTOAssemblerTest,testToDTO/0,false,35,7,8,0,8,1,10,16,0,6,0,10,0,0,0,0,0,0,6,3,7,0,0,0,0,0,31,1,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\com\aggregator\HandlingReportService.java,com.aggregator.HandlingReportService,submitReport/1[com.aggregator.HandlingReport],false,25,5,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,10,1,0,true
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\domain\model\location\LocationRepository.java,se.citerus.dddsample.domain.model.location.LocationRepository,findAll/0,false,15,1,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,true
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\domain\model\location\LocationRepository.java,se.citerus.dddsample.domain.model.location.LocationRepository,find/1[se.citerus.dddsample.domain.model.location.UnLocode],false,7,2,12,12,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,true
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\test\java\se\citerus\dddsample\domain\model\cargo\LegTest.java,se.citerus.dddsample.domain.model.cargo.LegTest,testConstructor/0,false,10,2,1,0,1,2,1,8,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,12,1,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\domain\shared\OrSpecification.java,se.citerus.dddsample.domain.shared.OrSpecification,"OrSpecification/2[se.citerus.dddsample.domain.shared.Specification<T>,se.citerus.dddsample.domain.shared.Specification<T>]",true,17,2,0,0,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,13,1,0,true
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\domain\shared\OrSpecification.java,se.citerus.dddsample.domain.shared.OrSpecification,isSatisfiedBy/1[T],false,25,2,1,0,1,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,true
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\test\java\se\citerus\dddsample\application\HandlingEventServiceTest.java,se.citerus.dddsample.application.HandlingEventServiceTest,testRegisterEvent/0,false,59,8,7,0,7,1,9,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\test\java\se\citerus\dddsample\application\HandlingEventServiceTest.java,se.citerus.dddsample.application.HandlingEventServiceTest,setUp/0,false,41,8,2,0,2,1,1,9,0,1,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,16,1,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\test\java\se\citerus\dddsample\application\HandlingEventServiceTest.java,se.citerus.dddsample.application.HandlingEventServiceTest,tearDown/0,false,53,2,0,0,0,1,5,4,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,1,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\com\aggregator\SubmitReport.java,com.aggregator.SubmitReport,getArg0/0,false,44,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,true
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\com\aggregator\SubmitReport.java,com.aggregator.SubmitReport,setArg0/1[com.aggregator.HandlingReport],false,56,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,1,0,true
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\domain\shared\NotSpecification.java,se.citerus.dddsample.domain.shared.NotSpecification,NotSpecification/1[se.citerus.dddsample.domain.shared.Specification<T>],true,15,2,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1,0,true
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\domain\shared\NotSpecification.java,se.citerus.dddsample.domain.shared.NotSpecification,isSatisfiedBy/1[T],false,22,2,1,0,1,1,1,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,true
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\application\util\SampleDataGenerator.java,se.citerus.dddsample.application.util.SampleDataGenerator,loadCarrierMovementData/1[se.citerus.dddsample.application.util.JdbcTemplate],false,113,2,3,1,2,1,2,8,0,4,1,2,2,1,0,0,0,0,6,101,4,1,0,0,0,0,19,10,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\application\util\SampleDataGenerator.java,se.citerus.dddsample.application.util.SampleDataGenerator,loadLocationData/1[se.citerus.dddsample.application.util.JdbcTemplate],false,167,2,2,1,1,1,1,5,0,2,1,1,1,1,0,0,0,0,16,7,2,1,0,0,0,0,13,10,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\application\util\SampleDataGenerator.java,se.citerus.dddsample.application.util.SampleDataGenerator,"loadHibernateData/4[se.citerus.dddsample.application.util.TransactionTemplate,se.citerus.dddsample.application.util.SessionFactory,se.citerus.dddsample.domain.model.handling.HandlingEventFactory,se.citerus.dddsample.domain.model.handling.HandlingEventRepository]",false,213,5,1,1,0,1,2,59,0,0,4,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,68,9,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\application\util\SampleDataGenerator.java,se.citerus.dddsample.application.util.SampleDataGenerator,loadHandlingEventData/1[se.citerus.dddsample.application.util.JdbcTemplate],false,65,2,3,1,2,1,2,5,0,2,1,2,2,1,0,0,0,43,29,128,2,1,0,0,0,0,16,10,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\application\util\SampleDataGenerator.java,se.citerus.dddsample.application.util.SampleDataGenerator,generate/0,false,202,3,3,1,2,1,1,5,0,2,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,13,1,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\application\util\SampleDataGenerator.java,se.citerus.dddsample.application.util.SampleDataGenerator,"loadSampleData/2[se.citerus.dddsample.application.util.JdbcTemplate,se.citerus.dddsample.application.util.TransactionTemplate]",false,315,3,4,4,0,1,1,12,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,22,9,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\application\util\SampleDataGenerator.java,se.citerus.dddsample.application.util.SampleDataGenerator,"SampleDataGenerator/6[se.citerus.dddsample.application.util.PlatformTransactionManager,se.citerus.dddsample.application.util.SessionFactory,se.citerus.dddsample.domain.model.cargo.CargoRepository,se.citerus.dddsample.domain.model.voyage.VoyageRepository,se.citerus.dddsample.domain.model.location.LocationRepository,se.citerus.dddsample.domain.model.handling.HandlingEventRepository]",true,56,6,1,1,0,1,5,8,0,0,6,5,0,0,0,0,0,0,0,0,6,0,0,0,0,0,17,1,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\application\util\SampleDataGenerator.java,se.citerus.dddsample.application.util.SampleDataGenerator,offset/1[int],false,337,1,2,1,1,1,2,3,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\application\util\SampleDataGenerator.java,se.citerus.dddsample.application.util.SampleDataGenerator,(initializer 1),false,35,0,2,0,2,2,2,9,0,1,0,2,0,0,0,0,1,0,2,5,2,2,1,0,0,0,13,8,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\application\util\SampleDataGenerator.java,se.citerus.dddsample.application.util.SampleDataGenerator,ts/1[int],false,333,0,5,5,0,1,1,3,1,0,1,1,0,0,0,0,0,0,0,3,0,2,0,0,0,0,5,10,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\application\util\SampleDataGenerator.java,se.citerus.dddsample.application.util.SampleDataGenerator,"executeUpdate/3[se.citerus.dddsample.application.util.JdbcTemplate,java.lang.String,java.lang.Object[][]]",false,327,1,5,5,0,2,1,5,0,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,6,10,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\application\util\SampleDataGenerator.java,se.citerus.dddsample.application.util.SampleDataGenerator,loadCargoData/1[se.citerus.dddsample.application.util.JdbcTemplate],false,151,2,3,1,2,1,2,5,0,2,1,2,2,1,0,0,0,0,20,42,2,1,0,0,0,0,15,10,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\application\util\SampleDataGenerator.java,se.citerus.dddsample.application.util.SampleDataGenerator,loadItineraryData/1[se.citerus.dddsample.application.util.JdbcTemplate],false,184,2,3,1,2,1,2,5,0,2,1,2,2,1,0,0,0,0,2,48,2,1,0,0,0,0,14,10,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\test\java\se\citerus\dddsample\infrastructure\persistence\hibernate\HandlingEventRepositoryTest.java,se.citerus.dddsample.infrastructure.persistence.hibernate.HandlingEventRepositoryTest,setup/0,false,62,4,1,0,1,1,1,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,1,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\test\java\se\citerus\dddsample\infrastructure\persistence\hibernate\HandlingEventRepositoryTest.java,se.citerus.dddsample.infrastructure.persistence.hibernate.HandlingEventRepositoryTest,flush/0,false,91,0,1,1,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\test\java\se\citerus\dddsample\infrastructure\persistence\hibernate\HandlingEventRepositoryTest.java,se.citerus.dddsample.infrastructure.persistence.hibernate.HandlingEventRepositoryTest,getLongId/1[java.lang.Object],false,95,1,1,1,0,3,7,16,2,2,1,7,0,0,0,0,1,0,1,0,2,0,2,0,0,0,13,2,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\test\java\se\citerus\dddsample\infrastructure\persistence\hibernate\HandlingEventRepositoryTest.java,se.citerus.dddsample.infrastructure.persistence.hibernate.HandlingEventRepositoryTest,testFindEventsForCargo/0,false,111,5,3,0,3,1,4,5,0,2,0,4,0,0,0,0,0,0,1,1,2,0,0,0,0,0,11,1,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\test\java\se\citerus\dddsample\infrastructure\persistence\hibernate\HandlingEventRepositoryTest.java,se.citerus.dddsample.infrastructure.persistence.hibernate.HandlingEventRepositoryTest,testSave/0,false,68,10,8,0,8,1,10,16,0,8,0,10,2,1,0,0,0,2,8,5,8,0,0,0,0,0,27,1,0,false
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\application\BookingService.java,se.citerus.dddsample.application.BookingService,"bookNewCargo/3[se.citerus.dddsample.domain.model.location.UnLocode,se.citerus.dddsample.domain.model.location.UnLocode,java.util.Date]",false,15,2,2,2,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,true
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\application\BookingService.java,se.citerus.dddsample.application.BookingService,"changeDestination/2[se.citerus.dddsample.domain.model.cargo.TrackingId,se.citerus.dddsample.domain.model.location.UnLocode]",false,39,2,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,true
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\application\BookingService.java,se.citerus.dddsample.application.BookingService,requestPossibleRoutesForCargo/1[se.citerus.dddsample.domain.model.cargo.TrackingId],false,25,2,2,2,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,true
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\application\BookingService.java,se.citerus.dddsample.application.BookingService,"assignCargoToRoute/2[se.citerus.dddsample.domain.model.cargo.Itinerary,se.citerus.dddsample.domain.model.cargo.TrackingId]",false,33,2,1,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,true
