file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\test\java\se\citerus\dddsample\infrastructure\persistence\hibernate\HandlingEventRepositoryTest.java,se.citerus.dddsample.infrastructure.persistence.hibernate.HandlingEventRepositoryTest,class,23,24,1,23,7,1,0,22,4,0.71428573,0.0,0.0,5,0,3,2,0,0,3,0,0,0,7,0,0,3,0,4,0,0,1,53,2,0,0,1,2,11,6,13,0,19,2,0,0,0,60,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\application\BookingService.java,se.citerus.dddsample.application.BookingService,interface,3,7,4,3,4,1,0,0,6,0.0,0.0,0.0,4,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\domain\model\cargo\TransportStatus.java,se.citerus.dddsample.domain.model.cargo.TransportStatus,enum,2,4,2,2,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\interfaces\handling\file\UploadDirectoryScanner.java,se.citerus.dddsample.interfaces.handling.file.UploadDirectoryScanner,class,10,11,1,10,25,2,0,30,34,0.7291667,0.0,0.0,12,0,5,7,0,0,5,0,0,0,4,1,0,4,0,0,1,0,5,100,1,2,2,2,0,13,11,16,7,16,2,0,0,0,95,1,5
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\domain\model\handling\UnknownCargoException.java,se.citerus.dddsample.domain.model.handling.UnknownCargoException,class,2,3,1,2,2,4,0,1,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,9,1,0,0,0,0,2,0,1,1,1,0,0,0,0,26,17,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\test\java\se\citerus\dddsample\infrastructure\routing\ExternalRoutingServiceTest.java,se.citerus.dddsample.infrastructure.routing.ExternalRoutingServiceTest$Anonymous1,anonymous,2,2,0,2,2,1,0,3,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\test\java\se\citerus\dddsample\infrastructure\persistence\hibernate\CarrierMovementRepositoryTest.java,se.citerus.dddsample.infrastructure.persistence.hibernate.CarrierMovementRepositoryTest,class,15,15,0,15,2,1,0,7,1,0.6,0.0,0.0,2,0,2,0,0,0,2,0,0,0,5,0,0,3,0,2,0,0,1,16,0,0,0,0,0,3,0,2,0,6,0,0,0,0,28,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\infrastructure\persistence\hibernate\LocationRepositoryHibernate.java,se.citerus.dddsample.infrastructure.persistence.hibernate.LocationRepositoryHibernate,class,5,5,0,5,2,2,0,5,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,2,1,0,0,0,0,0,0,0,11,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\domain\model\cargo\TrackingId.java,se.citerus.dddsample.domain.model.cargo.TrackingId,class,2,46,44,2,11,1,0,5,1,0.2857143,0.0,0.0,7,0,6,0,0,1,7,0,0,0,1,0,0,1,0,0,0,0,0,27,7,0,4,0,0,0,0,2,0,2,1,0,0,0,30,17,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\infrastructure\persistence\hibernate\HibernateRepository.java,se.citerus.dddsample.infrastructure.persistence.hibernate.HibernateRepository,class,3,7,4,3,2,1,4,1,0,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,1,0,0,0,0,11,1025,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\domain\model\handling\HandlingEventFactory.java,se.citerus.dddsample.domain.model.handling.HandlingEventFactory,class,16,24,8,16,11,1,0,6,4,0.6,0.0,0.0,5,0,2,3,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,48,6,0,5,1,0,0,0,9,0,9,2,0,0,0,54,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\domain\service\RoutingService.java,se.citerus.dddsample.domain.service.RoutingService,interface,2,7,5,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\domain\model\handling\CannotCreateHandlingEventException.java,se.citerus.dddsample.domain.model.handling.CannotCreateHandlingEventException,class,0,5,5,0,2,3,3,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\infrastructure\persistence\hibernate\VoyageRepositoryHibernate.java,se.citerus.dddsample.infrastructure.persistence.hibernate.VoyageRepositoryHibernate,class,5,5,0,5,1,2,0,4,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,2,0,0,0,0,0,0,0,0,11,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\test\java\se\citerus\dddsample\infrastructure\persistence\hibernate\CargoRepositoryTest.java,se.citerus.dddsample.infrastructure.persistence.hibernate.CargoRepositoryTest,class,31,32,1,31,13,1,0,59,15,0.79545456,0.0,0.0,11,0,7,4,0,0,7,0,0,0,8,0,0,3,0,5,0,0,5,116,2,0,0,1,0,20,15,31,0,38,2,0,0,0,104,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\infrastructure\messaging\jms\SimpleLoggingConsumer.java,se.citerus.dddsample.infrastructure.messaging.jms.SimpleLoggingConsumer,class,4,5,1,4,1,1,0,2,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,6,0,0,0,0,0,1,0,1,1,1,0,0,0,0,12,1,1
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\interfaces\booking\facade\internal\assembler\ItineraryCandidateDTOAssembler.java,se.citerus.dddsample.interfaces.booking.facade.internal.assembler.ItineraryCandidateDTOAssembler,class,11,14,3,11,5,1,0,23,3,0.0,0.0,0.0,3,0,2,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,26,3,2,0,0,0,0,0,9,0,9,1,0,0,0,28,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\com\aggregator\SubmitReportResponse.java,com.aggregator.SubmitReportResponse,class,2,3,1,2,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\domain\model\voyage\Schedule.java,se.citerus.dddsample.domain.model.voyage.Schedule,class,4,8,4,4,10,1,0,9,3,0.6666667,0.0,0.0,6,0,4,0,0,2,6,0,0,0,2,1,1,1,0,0,1,0,1,27,6,0,4,0,0,0,0,4,0,3,1,0,0,0,28,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\test\java\se\citerus\dddsample\infrastructure\persistence\hibernate\LocationRepositoryTest.java,se.citerus.dddsample.infrastructure.persistence.hibernate.LocationRepositoryTest,class,14,14,0,14,3,1,0,9,1,0.5555556,0.0,0.0,3,0,3,0,0,0,3,0,0,0,3,0,0,3,0,0,0,0,1,21,0,0,0,0,0,3,1,4,0,7,0,0,0,0,28,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\Application.java,se.citerus.dddsample.Application,class,9,11,2,9,2,1,0,2,1,0.5,0.0,0.0,2,1,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\interfaces\handling\ws\HandlingReportServiceImpl.java,se.citerus.dddsample.interfaces.handling.ws.HandlingReportServiceImpl,class,15,16,1,15,4,1,0,14,0,0.25,0.0,0.0,2,0,2,0,0,0,2,0,0,0,2,1,0,2,0,0,1,0,5,27,0,1,0,0,0,4,0,11,1,11,2,0,0,0,69,1,1
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\test\java\se\citerus\dddsample\application\BookingServiceTest.java,se.citerus.dddsample.application.BookingServiceTest,class,10,10,0,10,3,1,0,14,0,0.25,0.0,0.0,3,0,3,0,0,0,3,0,0,0,4,0,0,0,0,4,0,0,0,26,0,0,0,0,0,3,2,8,0,8,0,0,0,0,47,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\test\java\se\citerus\dddsample\domain\model\location\UnLocodeTest.java,se.citerus.dddsample.domain.model.location.UnLocodeTest,class,3,4,1,3,7,1,0,10,15,0.0,0.0,0.0,6,0,4,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,1,0,18,0,4,1,4,1,0,0,0,30,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\test\java\se\citerus\dddsample\infrastructure\persistence\inmemory\VoyageRepositoryInMem.java,se.citerus.dddsample.infrastructure.persistence.inmemory.VoyageRepositoryInMem,class,4,7,3,4,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,17,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\domain\model\location\SampleLocations.java,se.citerus.dddsample.domain.model.location.SampleLocations,class,3,6,3,3,6,1,0,8,0,0.9285714,0.0,0.0,2,2,2,0,0,0,3,0,0,0,14,14,14,0,0,0,14,0,0,35,2,1,0,1,0,26,0,15,0,15,3,0,0,0,39,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\domain\shared\experimental\DomainEvent.java,se.citerus.dddsample.domain.shared.experimental.DomainEvent,interface,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\test\java\se\citerus\dddsample\interfaces\booking\facade\internal\assembler\CargoRoutingDTOAssemblerTest.java,se.citerus.dddsample.interfaces.booking.facade.internal.assembler.CargoRoutingDTOAssemblerTest,class,10,10,0,10,2,1,0,16,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,11,3,11,0,10,0,0,0,0,39,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\test\java\se\citerus\dddsample\infrastructure\persistence\inmemory\LocationRepositoryInMem.java,se.citerus.dddsample.infrastructure.persistence.inmemory.LocationRepositoryInMem,class,4,7,3,4,4,1,0,3,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,13,3,1,0,0,0,0,0,0,0,0,2,0,0,0,11,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\test\java\se\citerus\dddsample\infrastructure\messaging\stub\SynchronousApplicationEventsStub.java,se.citerus.dddsample.infrastructure.messaging.stub.SynchronousApplicationEventsStub,class,6,7,1,6,5,1,0,5,8,0.6,0.0,0.0,5,0,5,0,0,0,5,0,0,0,1,0,0,0,0,1,0,0,0,19,0,0,0,0,0,4,0,1,2,1,0,0,0,0,25,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\domain\model\cargo\RoutingStatus.java,se.citerus.dddsample.domain.model.cargo.RoutingStatus,enum,2,5,3,2,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\domain\model\voyage\SampleVoyages.java,se.citerus.dddsample.domain.model.voyage.SampleVoyages,class,8,10,2,8,7,1,0,14,0,0.75,0.0,0.0,3,3,2,1,0,0,3,0,0,0,16,16,16,0,0,0,16,0,57,40,3,1,0,1,0,91,0,17,0,17,3,0,0,0,78,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\com\pathfinder\api\GraphTraversalService.java,com.pathfinder.api.GraphTraversalService,interface,1,6,5,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\com\pathfinder\internal\GraphDAOStub.java,com.pathfinder.internal.GraphDAOStub,class,1,3,2,1,6,1,0,2,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,1,14,6,0,4,0,0,18,5,2,0,2,1,0,0,0,15,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\domain\model\cargo\Itinerary.java,se.citerus.dddsample.domain.model.cargo.Itinerary,class,6,29,23,6,30,1,0,24,0,0.7727273,0.0,0.0,11,0,6,0,0,5,11,0,0,0,4,2,0,3,0,1,2,0,2,87,22,2,9,0,2,0,3,8,1,8,3,0,0,0,74,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\test\java\se\citerus\dddsample\infrastructure\persistence\inmemory\HandlingEventRepositoryInMem.java,se.citerus.dddsample.infrastructure.persistence.inmemory.HandlingEventRepositoryInMem,class,5,7,2,5,4,1,0,6,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,17,1,0,2,0,0,0,0,6,0,4,1,0,0,0,18,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\domain\model\handling\HandlingEventRepository.java,se.citerus.dddsample.domain.model.handling.HandlingEventRepository,interface,3,16,13,3,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\interfaces\booking\facade\dto\LegDTO.java,se.citerus.dddsample.interfaces.booking.facade.dto.LegDTO,class,0,6,6,0,6,1,0,0,5,0.6666667,0.0,0.0,6,0,6,0,0,0,6,0,0,0,5,0,0,5,0,0,5,0,0,29,5,0,0,0,0,0,0,5,0,5,0,0,0,0,23,17,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\domain\model\cargo\Leg.java,se.citerus.dddsample.domain.model.cargo.Leg,class,6,22,16,6,14,1,0,7,9,0.65000004,0.0,0.0,10,0,9,0,0,1,10,0,0,0,6,0,0,6,0,0,0,0,0,45,10,0,4,0,0,0,0,6,0,7,1,0,0,0,35,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\test\java\se\citerus\dddsample\domain\model\cargo\CargoTest.java,se.citerus.dddsample.domain.model.cargo.CargoTest,class,16,17,1,16,19,1,0,34,85,0.5526316,0.0,0.0,19,0,11,8,0,0,11,0,0,0,2,0,0,2,0,0,0,0,2,186,8,0,0,0,0,42,32,42,0,35,0,1,0,0,109,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\test\java\se\citerus\dddsample\acceptance\AdminAcceptanceTest.java,se.citerus.dddsample.acceptance.AdminAcceptanceTest,class,6,6,0,6,2,2,0,18,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,0,0,11,1,10,1,7,0,0,0,0,31,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\main\java\se\citerus\dddsample\domain\model\cargo\Cargo.java,se.citerus.dddsample.domain.model.cargo.Cargo,class,9,43,34,9,18,1,0,12,33,0.7261905,0.0,0.0,14,0,13,0,0,1,14,0,0,0,6,0,0,6,0,0,0,0,3,61,11,0,4,0,0,4,0,10,0,7,1,0,0,0,182,1,0
C:\www\pessoal\lab-medicao-experiment-software\lab-02\lab-02\lab-02\repositorios\dddsample-core\src\test\java\se\citerus\dddsample\domain\model\cargo\RouteSpecificationTest.java,se.citerus.dddsample.domain.model.cargo.RouteSpecificationTest,class,8,8,0,8,4,1,0,8,0,0.6666667,0.0,0.0,4,0,4,0,0,0,4,0,0,0,3,0,0,0,0,3,3,0,19,21,0,0,0,0,0,20,0,7,0,7,0,0,0,0,29,1,0
