RepositoryAge,RepositoyCreatedAt,PullRequestCount,ReleasesCount,LastUpdate,PrimaryLanguage,IssuesCount,ClosedIssuesCount,OpenIssuesCount,IssuesResolved,RepositoryUrl
6,08/07/2015 06:50:27,318,0,-172.82056856333332,TypeScript,2204,1969,235,0.8933756805807622,https://github.com/recharts/recharts
2,01/02/2019 19:53:43,246,33,-166.687235225,Go,493,435,58,0.8823529411764706,https://github.com/nektos/act
7,05/20/2014 19:24:43,1105,13,270.31276478,C,1273,1167,106,0.9167321288295365,https://github.com/go-delve/delve
5,09/25/2016 12:54:40,1358,182,-84.48723521333334,Scala,3428,2942,486,0.8582263710618436,https://github.com/prisma/prisma1
5,05/30/2016 17:27:35,206,0,-145.48723520833335,,91,70,21,0.7692307692307693,https://github.com/Awesome-Windows/Awesome
10,11/27/2011 18:48:23,51,0,481.79609813,Java,1212,773,439,0.6377887788778878,https://github.com/nostra13/Android-Universal-Image-Loader
5,05/18/2016 12:45:03,132,66,110.04609813666667,JavaScript,478,323,155,0.6757322175732218,https://github.com/nosir/cleave.js
4,12/16/2017 14:19:02,939,27,-142.920568525,Rust,868,744,124,0.8571428571428571,https://github.com/yewstack/yew
2,01/08/2019 03:49:07,53,0,-111.214683235,Jupyter Notebook,367,237,130,0.6457765667574932,https://github.com/ageron/handson-ml2
5,08/24/2016 03:12:48,281,0,383.80198345,Python,483,240,243,0.4968944099378882,https://github.com/pytorch/examples
10,02/26/2011 02:44:18,81,11,408.6019834566667,JavaScript,442,388,54,0.8778280542986425,https://github.com/defunkt/jquery-pjax
7,07/04/2014 01:05:27,286,2,5269.535316796667,Rascal,891,888,3,0.9966329966329966,https://github.com/kelthuzadx/hosts
5,09/30/2016 11:53:17,18,0,133.28531680166665,C#,39,39,0,1,https://github.com/mxgmn/WaveFunctionCollapse
9,06/14/2012 07:56:46,0,0,222.93531681,,59,9,50,0.15254237288135594,https://github.com/zhiwehu/Python-programming-exercises
4,03/01/2017 05:43:35,47,0,137.70198348333332,Jupyter Notebook,28,15,13,0.5357142857142857,https://github.com/norvig/pytudes
7,07/01/2014 19:20:06,912,14,323.3853168233333,JavaScript,8996,8729,267,0.9703201422854602,https://github.com/angular/material
9,11/27/2012 17:32:32,3871,88,-162.56468317166667,Crystal,5920,4828,1092,0.8155405405405406,https://github.com/crystal-lang/crystal
7,05/19/2014 18:33:01,1243,18,91.76865017,C++,1721,1605,116,0.9325973271353865,https://github.com/google/flatbuffers
9,10/17/2012 05:55:16,81,0,366.50198350833335,JavaScript,30,17,13,0.5666666666666667,https://github.com/JacksonTian/fks
7,07/04/2014 03:54:59,2565,89,404.801983515,Python,3686,3574,112,0.9696147585458491,https://github.com/jumpserver/jumpserver
8,12/16/2013 12:51:09,4173,29,614.15198352,JavaScript,4702,4328,374,0.9204593789876648,https://github.com/jitsi/jitsi-meet
4,06/12/2017 06:12:28,155,41,-4.048016475,TypeScript,255,199,56,0.7803921568627451,https://github.com/vadimdemedes/ink
11,07/29/2010 14:58:13,109,0,-137.61468313666666,JavaScript,2099,1931,168,0.9199618866126728,https://github.com/mysqljs/mysql
5,02/26/2016 20:25:00,3618,7,-103.88134979666667,TypeScript,3836,3500,336,0.9124087591240876,https://github.com/apollographql/apollo-client
11,02/20/2010 17:25:38,438,32,2011.46865021,JavaScript,2741,2592,149,0.9456402772710689,https://github.com/less/less.js
6,03/02/2015 09:58:04,81,44,3523.70198355,Java,2192,2048,144,0.9343065693430657,https://github.com/facebook/fresco
6,01/13/2015 23:30:18,1207,88,584.1686502233333,Go,794,759,35,0.9559193954659949,https://github.com/asim/go-micro
5,11/12/2016 15:44:26,155,9,-143.78134977166667,HTML,78,53,25,0.6794871794871795,https://github.com/jaywcjlove/linux-command
6,04/10/2015 03:34:17,48,0,3857.7019835666665,,20,19,1,0.95,https://github.com/reactnativecn/react-native-guide
5,11/13/2016 12:34:31,25,26,584.91865024,Java,3169,3148,21,0.9933733038813506,https://github.com/CarGuo/GSYVideoPlayer
3,08/05/2018 13:32:48,45,0,274.618650245,Jupyter Notebook,47,40,7,0.851063829787234,https://github.com/MLEveryday/100-Days-Of-ML-Code
7,04/02/2014 14:33:33,171,14,460.26865025,Go,676,322,354,0.47633136094674555,https://github.com/spf13/viper
6,07/13/2015 13:33:08,51,12,-158.31468307666665,JavaScript,199,194,5,0.9748743718592965,https://github.com/reduxjs/redux-thunk
9,08/22/2012 10:41:43,330,46,754.5353169283334,JavaScript,1035,847,188,0.8183574879227054,https://github.com/svg/svgo
3,11/20/2018 05:41:18,440,0,1062.1186502666667,,185,183,2,0.9891891891891892,https://github.com/LingCoder/OnJava8
7,05/02/2014 12:36:31,818,518,22.90198360666667,C++,9960,9243,717,0.928012048192771,https://github.com/telegramdesktop/tdesktop
5,11/03/2016 06:59:15,2390,52,886.7519836133333,TypeScript,1915,1816,99,0.9483028720626632,https://github.com/alibaba/ice
6,08/25/2015 07:15:56,4206,98,-125.41468304833333,Go,2313,2313,0,1,https://github.com/dgraph-io/dgraph
7,05/25/2014 16:51:23,276,0,-37.114683041666666,C,631,574,57,0.9096671949286846,https://github.com/nothings/stb
8,01/26/2013 04:00:59,65692,56,1033.0853169633333,TypeScript,37660,29179,8481,0.7748008497079129,https://github.com/elastic/kibana
5,12/07/2016 19:15:31,144,0,345.851983635,HTML,0,0,0,0,https://github.com/wesbos/JavaScript30
8,07/13/2013 19:32:06,506,23,1628.7186503183334,Go,610,559,51,0.9163934426229509,https://github.com/urfave/cli
5,02/27/2016 17:00:27,109,0,678.38531699,,10,10,0,1,https://github.com/jtoy/awesome-tensorflow
12,09/20/2009 07:08:19,585,0,-159.864683005,JavaScript,2888,2032,856,0.703601108033241,https://github.com/philc/vimium
8,10/27/2013 12:39:02,83,24,71.43531700166666,,434,387,47,0.8917050691244239,https://github.com/dracula/dracula-theme
5,05/17/2016 09:54:10,297,11,459.85198367333334,Vue,1224,986,238,0.8055555555555556,https://github.com/ElemeFE/mint-ui
3,06/16/2018 13:40:50,26,0,326.80198368,JavaScript,40,19,21,0.475,https://github.com/adam-golab/react-developer-roadmap
7,02/23/2014 12:15:53,425,142,323.4353170183333,JavaScript,3260,3135,125,0.9616564417177914,https://github.com/framework7io/framework7
5,08/15/2016 06:59:08,16167,47,313.15198369166666,Python,13299,11123,2176,0.8363786750883525,https://github.com/PaddlePaddle/Paddle
8,08/01/2013 22:21:30,114,31,114.10198369666666,CoffeeScript,707,662,45,0.9363507779349364,https://github.com/basecamp/trix
7,10/19/2014 13:29:28,1337,132,228.36865036833333,TypeScript,1478,1233,245,0.8342354533152909,https://github.com/react-dnd/react-dnd
5,08/06/2016 13:16:29,399,0,470.53531704166664,Python,110,99,11,0.9,https://github.com/luong-komorebi/Awesome-Linux-Software
8,02/19/2013 19:45:01,106,0,1326.4853170466668,JavaScript,1320,909,411,0.6886363636363636,https://github.com/twitter/typeahead.js
8,01/15/2013 22:34:48,109,0,295.58531705166666,C,6288,5052,1236,0.8034351145038168,https://github.com/openssl/openssl
7,10/05/2014 09:57:08,27,0,309.6686503916667,JavaScript,128,45,83,0.3515625,https://github.com/alsotang/node-lessons
5,01/07/2016 16:44:12,21,0,146.05198373,Shell,928,923,5,0.9946120689655172,https://github.com/hwdsl2/setup-ipsec-vpn
3,03/22/2018 16:42:30,89,8,386.501983735,Java,330,301,29,0.9121212121212121,https://github.com/linlinjava/litemall
11,01/19/2010 06:55:19,741,28,94.485317075,JavaScript,1959,1610,349,0.8218478815722308,https://github.com/jsdom/jsdom
3,12/14/2018 08:54:24,55,6,288.34607023166666,Java,544,520,24,0.9558823529411765,https://github.com/elunez/eladmin
6,11/28/2015 20:56:35,632,19,226.64607025833334,TypeScript,978,601,377,0.614519427402863,https://github.com/codex-team/editor.js
6,07/07/2015 15:30:39,782,83,-138.437263065,Python,1480,1455,25,0.9831081081081081,https://github.com/python-telegram-bot/python-telegram-bot
3,08/22/2018 07:06:06,1354,16,-179.95392972333335,Python,4245,3976,269,0.9366313309776207,https://github.com/open-mmlab/mmdetection
1,02/20/2020 05:57:33,1021,12,1597.8794036183333,TypeScript,492,405,87,0.823170731707317,https://github.com/rome/tools
5,09/08/2016 09:13:47,63,0,-49.387263035,,22,20,2,0.9090909090909091,https://github.com/kdeldycke/awesome-falsehood
7,04/02/2014 02:16:06,65,23,10.496070306666667,JavaScript,374,373,1,0.9973262032085561,https://github.com/typicode/lowdb
7,11/18/2014 00:44:57,1294,142,174.496070315,Shell,4413,4053,360,0.9184228416043508,https://github.com/dotnet/core
11,07/31/2010 18:54:46,303,0,313.99607032333336,JavaScript,1283,1188,95,0.9259547934528449,https://github.com/handlebars-lang/handlebars.js
8,02/14/2013 19:03:32,796,34,-148.72059633166666,Java,1101,975,126,0.885558583106267,https://github.com/mybatis/mybatis-3
4,03/09/2017 18:41:17,105,0,-145.55392965666667,JavaScript,0,0,0,0,https://github.com/jamiebuilds/react-loadable
6,10/30/2015 16:10:56,368,0,446.2127370183333,Kotlin,346,273,73,0.7890173410404624,https://github.com/nickbutcher/plaid
3,01/03/2018 18:13:57,4158,0,-122.32059630833334,C++,1891,1273,618,0.6731887890005288,https://github.com/yuzu-emu/yuzu
3,02/28/2018 15:23:47,737,102,-135.55392963166668,Python,3056,2053,1003,0.6717931937172775,https://github.com/python-poetry/poetry
3,05/31/2018 17:17:01,77,0,-109.603929625,JavaScript,43,40,3,0.9302325581395349,https://github.com/sudheerj/reactjs-interview-questions
8,12/07/2013 15:43:33,24,0,-162.58726294833335,,85,76,9,0.8941176470588236,https://github.com/sindresorhus/quick-look-plugins
5,10/04/2016 10:07:06,10,0,1209.06273706,Java,95,62,33,0.6526315789473685,https://github.com/shuzheng/zheng
5,09/30/2016 02:33:03,38,0,324.91273707,,34,15,19,0.4411764705882353,https://github.com/facert/awesome-spider
3,01/27/2018 12:00:15,151,19,-156.75392958666666,Go,1078,829,249,0.7690166975881262,https://github.com/photoprism/photoprism
4,01/28/2017 13:37:08,2912,89,-62.570596245,C,8087,8082,5,0.9993817237541733,https://github.com/arendst/Tasmota
11,12/26/2010 12:53:43,1,2,-171.92059623833333,JavaScript,694,670,24,0.9654178674351584,https://github.com/lutzroeder/netron
3,06/25/2018 18:26:02,34,0,194.81273710333335,Assembly,52,49,3,0.9423076923076923,https://github.com/microsoft/MS-DOS
11,12/30/2010 00:09:50,299,0,393.846070445,JavaScript,269,222,47,0.8252788104089219,https://github.com/statsd/statsd
2,04/02/2019 21:51:45,3022,0,1218.71273712,Rust,1264,971,293,0.7681962025316456,https://github.com/diem/diem
4,10/19/2017 06:18:47,1283,48,429.1460704616667,Rust,1160,979,181,0.8439655172413794,https://github.com/firecracker-microvm/firecracker
5,09/06/2016 06:57:52,70,42,712.4127371366667,Java,1459,1050,409,0.7196710075394106,https://github.com/Tencent/tinker
0,01/12/2021 00:50:14,8,0,-147.05392952166667,,32,8,24,0.25,https://github.com/ibraheemdev/modern-unix
10,08/27/2011 08:30:59,508,9,6548.412737153333,JavaScript,768,688,80,0.8958333333333334,https://github.com/hubotio/hubot
7,09/18/2014 12:12:23,100,26,474.66273716166666,Kotlin,617,380,237,0.6158833063209076,https://github.com/Kotlin/anko
12,12/18/2009 01:39:53,851,0,891.3960705033334,CoffeeScript,4096,4041,55,0.986572265625,https://github.com/jashkenas/coffeescript
8,02/26/2013 03:14:47,1861,77,-105.33726282166667,JavaScript,3103,2952,151,0.9513374154044473,https://github.com/processing/p5.js
4,07/08/2017 20:01:38,94,0,33.89607051833333,,31,19,12,0.6129032258064516,https://github.com/shieldfy/API-Security-Checklist
5,12/02/2016 19:34:42,2524,76,390.52940386,TypeScript,485,482,3,0.9938144329896907,https://github.com/pubkey/rxdb
2,07/11/2019 08:33:48,4968,26,-163.220596105,C,2241,1862,379,0.8308790718429273,https://github.com/taosdata/TDengine
12,05/31/2009 21:45:41,98,0,253.41273723666666,Objective-C,398,338,60,0.8492462311557789,https://github.com/jdg/MBProgressHUD
6,08/10/2015 22:09:16,107,65,-16.587262755,JavaScript,1776,1495,281,0.8417792792792793,https://github.com/facebook/relay
9,02/12/2012 16:19:18,74,41,2287.5127372533334,JavaScript,1733,1688,45,0.9740334679746105,https://github.com/dropzone/dropzone
4,04/08/2017 10:06:56,0,0,-170.65392940666666,Java,48,12,36,0.25,https://github.com/forezp/SpringCloudLearning
6,10/18/2015 22:19:57,270,35,-26.470596065,Go,682,650,32,0.9530791788856305,https://github.com/valyala/fasthttp
4,09/15/2017 10:34:27,90,30,1479.74607061,Vue,1172,616,556,0.5255972696245734,https://github.com/iview/iview-admin
5,06/28/2016 02:50:19,52,52,233.49607061833333,JavaScript,944,826,118,0.875,https://github.com/SortableJS/Vue.Draggable
9,12/05/2012 02:31:48,872,0,702.6460706266666,Java,1113,983,130,0.8831985624438454,https://github.com/dianping/cat
13,06/18/2008 23:30:53,18,0,267.2794039683333,Python,0,0,0,0,https://github.com/reddit-archive/reddit
13,03/10/2008 07:34:08,289,0,174.46273731,Vim script,858,852,6,0.993006993006993,https://github.com/preservim/nerdtree
5,12/13/2016 09:12:55,51,15,494.279403985,TypeScript,116,96,20,0.8275862068965517,https://github.com/rough-stuff/rough
6,03/02/2015 03:36:58,893,43,419.22940399333334,C++,1807,1793,14,0.9922523519645822,https://github.com/vnpy/vnpy
5,01/14/2016 17:11:35,627,32,-137.337262665,Java,2567,1884,683,0.7339306583560576,https://github.com/oracle/graal
9,10/13/2012 08:08:44,1027,78,-69.203929325,C,6643,6095,548,0.9175071503838627,https://github.com/mpv-player/mpv
10,04/13/2011 02:29:45,404,65,484.99607068333336,JavaScript,1016,866,150,0.8523622047244095,https://github.com/visionmedia/superagent
2,06/20/2019 13:33:47,1866,105,-171.270595975,TypeScript,4510,3214,1296,0.7126385809312639,https://github.com/prisma/prisma
