RepositoryAge,RepositoyCreatedAt,PullRequestCount,ReleasesCount,LastUpdate,PrimaryLanguage,IssuesCount,ClosedIssuesCount,OpenIssuesCount,IssuesResolved,RepositoryUrl
7,12/24/2014 17:49:19,15354,0,-175.83086293666668,JavaScript,15526,15404,122,0.9921422130619606,https://github.com/freeCodeCamp/freeCodeCamp
2,03/26/2019 07:31:14,1020,0,-178.48085724333333,Rust,0,0,0,0,https://github.com/996icu/996.ICU
8,10/11/2013 06:50:37,3533,0,-178.99752389666668,,594,574,20,0.9663299663299664,https://github.com/EbookFoundation/free-programming-books
5,06/06/2016 02:34:12,250,0,-163.71419055833334,,277,242,35,0.8736462093862816,https://github.com/jwasham/coding-interview-university
8,07/29/2013 03:24:51,1046,210,-159.18085721833333,JavaScript,9555,9234,321,0.9664050235478807,https://github.com/vuejs/vue
8,05/24/2013 16:15:54,7772,96,-177.46419053,JavaScript,10668,10062,606,0.9431946006749157,https://github.com/facebook/react
4,03/15/2017 13:45:52,62,4,-166.047523855,,532,464,68,0.8721804511278195,https://github.com/kamranahmedse/developer-roadmap
7,07/11/2014 13:42:37,552,0,-127.18085718166667,Shell,284,264,20,0.9295774647887324,https://github.com/sindresorhus/awesome
6,11/07/2015 01:19:20,13159,145,-152.01419050666667,C++,32691,29447,3244,0.900767795417699,https://github.com/tensorflow/tensorflow
5,03/20/2016 23:49:42,1192,0,-129.18085716666667,Python,287,283,4,0.9860627177700348,https://github.com/public-apis/public-apis
10,07/29/2011 21:19:00,7118,72,-68.114190495,JavaScript,20753,20443,310,0.9850624006167783,https://github.com/twbs/bootstrap
8,11/16/2013 02:37:24,350,0,-91.11419048833334,,878,799,79,0.9100227790432802,https://github.com/getify/You-Dont-Know-JS
4,02/26/2017 16:15:28,188,0,-177.16419048166668,Python,174,55,119,0.3160919540229885,https://github.com/donnemartin/system-design-primer
3,02/13/2018 14:56:24,375,0,-177.214190475,Java,506,430,76,0.849802371541502,https://github.com/CyC2018/CS-Notes
12,08/28/2009 18:15:37,2490,0,-176.21419047,Shell,3883,3673,210,0.9459181045583311,https://github.com/ohmyzsh/ohmyzsh
6,03/06/2015 22:54:58,21627,0,-107.29752379666667,Dart,58715,49346,9369,0.8404325981435748,https://github.com/flutter/flutter
11,11/08/2010 20:17:14,1445,0,-97.280857125,,0,0,0,0,https://github.com/github/gitignore
6,09/03/2015 20:23:38,7388,44,-133.94752378333334,TypeScript,118767,112862,5905,0.9502808019062534,https://github.com/microsoft/vscode
3,03/24/2018 07:47:04,206,0,-148.14752377666667,JavaScript,235,152,83,0.6468085106382979,https://github.com/trekhleb/javascript-algorithms
10,09/04/2011 22:48:12,9,0,-173.06419043666668,C,0,0,0,0,https://github.com/torvalds/linux
3,05/09/2018 12:03:18,84,0,-148.81419043166667,,433,307,126,0.7090069284064665,https://github.com/danistefanovic/build-your-own-x
5,07/16/2016 09:44:01,1585,0,-167.34752375833332,Python,735,727,8,0.9891156462585035,https://github.com/TheAlgorithms/Python
9,11/01/2012 23:13:50,765,0,-168.03085708666666,JavaScript,1100,1018,82,0.9254545454545454,https://github.com/airbnb/javascript
3,05/07/2018 13:27:00,499,0,-178.11419041333335,Java,654,600,54,0.9174311926605505,https://github.com/Snailclimb/JavaGuide
3,03/01/2018 16:05:52,12,0,-153.68085707166668,Python,511,87,424,0.17025440313111545,https://github.com/jackfrued/Python-100-Days
7,06/27/2014 21:00:06,525,0,-176.43085706666668,Python,195,191,4,0.9794871794871794,https://github.com/vinta/awesome-python
11,10/31/2010 14:35:07,1528,340,-139.93085706166667,Python,24102,20343,3759,0.8440378391834703,https://github.com/ytdl-org/youtube-dl
11,09/27/2010 17:22:42,438,169,-152.11419038833333,JavaScript,2092,2089,3,0.998565965583174,https://github.com/d3/d3
6,01/09/2015 18:10:16,621,162,41.96914295,JavaScript,21697,20106,1591,0.9266718901230585,https://github.com/facebook/react-native
8,04/12/2013 01:47:36,12855,803,-69.18085704333333,C++,15618,14462,1156,0.92598284031246,https://github.com/electron/electron
1,02/19/2020 09:01:23,202,0,-165.11419037,,265,240,25,0.9056603773584906,https://github.com/labuladong/fucking-algorithm
7,05/04/2014 00:18:39,191,0,-171.43085703,,542,530,12,0.977859778597786,https://github.com/ossu/computer-science
6,05/20/2015 15:11:03,303,0,-172.34752368833333,,185,86,99,0.4648648648648649,https://github.com/jlevy/the-art-of-command-line
5,07/17/2016 14:55:11,1886,81,-106.29752367833333,JavaScript,7144,6206,938,0.8687010078387458,https://github.com/facebook/create-react-app
7,08/19/2014 04:33:40,0,0,-166.34752367166666,Go,45769,38684,7085,0.845200900172606,https://github.com/golang/go
7,08/18/2014 22:30:27,398,26,-124.697523665,JavaScript,3116,2925,191,0.9387034659820283,https://github.com/axios/axios
8,11/04/2013 01:59:19,269,3,-127.78085699166667,,0,0,0,0,https://github.com/justjavac/free-programming-books-zh_CN
4,11/29/2017 17:35:03,749,4,-78.630856985,JavaScript,275,274,1,0.9963636363636363,https://github.com/30-seconds/30-seconds-of-code
7,11/26/2014 19:57:11,3229,246,-178.83085697833334,JavaScript,13560,12356,1204,0.9112094395280236,https://github.com/nodejs/node
7,06/06/2014 22:56:04,48935,485,-170.13085697333332,Go,39127,37402,1725,0.9559127967899405,https://github.com/kubernetes/kubernetes
3,05/15/2018 01:34:26,5291,142,-160.96419030166666,Rust,4771,4184,587,0.876964996856005,https://github.com/denoland/deno
4,08/11/2017 18:38:22,2173,54,-167.964190295,C++,8478,7161,1317,0.8446567586694975,https://github.com/microsoft/terminal
7,09/18/2014 16:12:01,2993,87,-141.14752355333334,TypeScript,23009,21270,1739,0.9244208787865618,https://github.com/angular/angular
6,04/24/2015 15:37:24,7584,421,-143.64752354666666,TypeScript,21901,21232,669,0.9694534496141729,https://github.com/ant-design/ant-design
11,03/23/2010 18:58:01,8814,124,-179.24752354,JavaScript,10598,10268,330,0.9688620494432912,https://github.com/mrdoob/three.js
7,06/17/2014 15:28:39,10981,141,-166.6141902,TypeScript,31247,26341,4906,0.8429929273210228,https://github.com/microsoft/TypeScript
4,05/09/2017 22:16:13,1971,69,-60.114190195,TypeScript,4959,3294,1665,0.6642468239564429,https://github.com/puppeteer/puppeteer
5,10/05/2016 23:32:51,7028,1109,-10.897523523333334,JavaScript,10234,9229,1005,0.9017979284737151,https://github.com/vercel/next.js
10,10/12/2011 10:07:38,274,22,-165.51419018166666,CSS,784,775,9,0.9885204081632653,https://github.com/animate-css/animate.css
5,02/05/2016 01:15:20,2185,17,-150.21419017666668,Python,6565,5505,1060,0.8385376999238385,https://github.com/tensorflow/models
7,08/18/2014 19:11:54,11486,317,-167.3509825,JavaScript,13639,13127,512,0.9624605909524159,https://github.com/mui-org/material-ui
4,09/15/2017 08:33:19,668,0,-107.83431579833334,JavaScript,276,255,21,0.9239130434782609,https://github.com/goldbergyoni/nodebestpractices
4,04/17/2017 03:35:49,313,49,-172.90098245166666,Vue,3235,2263,972,0.6995363214837712,https://github.com/PanJiaChen/vue-element-admin
7,08/09/2014 16:45:18,762,0,-91.16764910666667,Java,677,449,228,0.6632200886262924,https://github.com/iluwatar/java-design-patterns
7,07/06/2014 13:42:15,2439,0,-140.10098242833334,Go,312,284,28,0.9102564102564102,https://github.com/avelino/awesome-go
3,12/06/2018 08:01:22,63,0,-150.51764907833333,Java,53,42,11,0.7924528301886793,https://github.com/MisterBooo/LeetCodeAnimation
10,06/08/2011 03:06:08,1330,86,317.1323509333333,PHP,0,0,0,0,https://github.com/laravel/laravel
9,02/17/2012 14:19:43,184,43,-159.60098238833334,JavaScript,17485,11791,5694,0.6743494423791822,https://github.com/FortAwesome/Font-Awesome
5,03/18/2016 04:23:44,5815,847,-14.03431571,TypeScript,7943,6671,1272,0.8398589953418104,https://github.com/storybookjs/storybook
6,04/08/2015 15:08:04,462,16,-109.334315695,Python,603,429,174,0.7114427860696517,https://github.com/nvbn/thefuck
6,06/01/2015 02:33:17,1615,0,-95.48431568333334,JavaScript,621,529,92,0.8518518518518519,https://github.com/awesome-selfhosted/awesome-selfhosted
6,10/20/2015 00:16:14,3186,0,-96.20098234,,201,176,25,0.8756218905472637,https://github.com/vuejs/awesome-vue
8,01/18/2013 18:10:57,16935,97,-73.117648995,Go,21058,17180,3878,0.8158419603001235,https://github.com/moby/moby
5,02/26/2016 20:49:53,184,0,35.582351016666664,Shell,446,401,45,0.899103139013453,https://github.com/gothinkster/realworld
11,01/06/2010 00:34:37,788,0,395.66568436166665,JavaScript,9026,8634,392,0.9565699091513405,https://github.com/angular/angular.js
9,04/28/2012 02:47:18,6757,0,-101.58431562666667,Python,0,0,0,0,https://github.com/django/django
9,03/10/2012 10:08:14,3859,342,-121.31764895,JavaScript,8454,8267,187,0.9778802933522592,https://github.com/webpack/webpack
2,05/01/2019 17:44:02,2639,41,-165.93431560166667,C#,9948,8043,1905,0.8085042219541616,https://github.com/microsoft/PowerToys
11,06/16/2010 20:39:03,35920,89,-175.73431559,Rust,40438,33271,7167,0.8227657154161927,https://github.com/rust-lang/rust
7,11/11/2014 19:32:38,106,26,-172.61764891166666,Clojure,1102,824,278,0.7477313974591652,https://github.com/tonsky/FiraCode
10,06/07/2011 18:54:22,349,34,-41.450982235,JavaScript,2004,1432,572,0.7145708582834331,https://github.com/hakimel/reveal.js
6,10/23/2015 21:15:07,34157,33,-175.13431555666668,C++,0,0,0,0,https://github.com/apple/swift
9,10/19/2012 15:02:57,41,106,-144.584315545,Java,22740,22281,459,0.9798153034300792,https://github.com/spring-projects/spring-boot
5,07/05/2016 05:00:48,144,0,-131.96764886833333,JavaScript,31,29,2,0.9354838709677419,https://github.com/yangshun/tech-interview-handbook
11,12/19/2010 15:16:43,10589,35,-175.76764885666665,C++,6425,5812,613,0.9045914396887159,https://github.com/bitcoin/bitcoin
6,05/29/2015 23:53:15,1443,64,-149.61764884666667,TypeScript,1899,1869,30,0.9842022116903634,https://github.com/reduxjs/redux
11,04/06/2010 11:11:59,1248,14,-162.98431550166666,Python,2190,2172,18,0.9917808219178083,https://github.com/pallets/flask
9,07/19/2012 09:40:17,9920,54,-151.75098215666668,C++,8249,6340,1909,0.7685780094556915,https://github.com/opencv/opencv
11,02/08/2010 13:20:56,41649,55,149.28235118833334,Java,27774,24763,3011,0.8915892561388349,https://github.com/elastic/elasticsearch
3,10/06/2018 11:38:30,61,0,-139.18431546833332,Java,116,112,4,0.9655172413793104,https://github.com/doocs/advanced-java
8,11/27/2013 13:21:13,97,10,-81.16764879166666,JavaScript,958,440,518,0.4592901878914405,https://github.com/typicode/json-server
9,01/20/2012 18:18:21,3877,534,-39.48431544666666,JavaScript,16659,15967,692,0.9584608920103247,https://github.com/atom/atom
5,11/25/2016 22:25:41,146,0,-74.81764876833333,JavaScript,106,72,34,0.6792452830188679,https://github.com/ryanmcdermott/clean-code-javascript
4,10/16/2017 10:12:36,168,1,-23.63431542,,127,125,2,0.984251968503937,https://github.com/thedaviddias/Front-End-Checklist
8,06/17/2013 18:39:10,4469,47,-93.11764874333333,C,6357,6137,220,0.965392480729904,https://github.com/netdata/netdata
12,04/03/2009 15:20:14,516,2,-165.86764873166666,JavaScript,2125,2057,68,0.968,https://github.com/jquery/jquery
4,04/12/2017 05:07:46,163,0,-140.73431538833333,,44,33,11,0.75,https://github.com/practical-tutorials/project-based-learning
8,03/17/2013 23:56:36,2462,81,98.09901795666667,JavaScript,6074,5974,100,0.983536384590056,https://github.com/chartjs/Chart.js
11,03/11/2010 18:24:48,395,40,55.099017968333335,JavaScript,3083,2932,151,0.9510217320791436,https://github.com/socketio/socket.io
12,06/26/2009 18:56:01,220,141,-103.81764868833334,JavaScript,3574,3464,110,0.9692221600447678,https://github.com/expressjs/express
3,04/06/2018 13:30:58,49,0,-108.98431534333334,,64,19,45,0.296875,https://github.com/xingshaocheng/architect-awesome
8,07/04/2013 15:26:26,1446,163,-169.717648665,Go,5518,4913,605,0.8903588256614715,https://github.com/gohugoio/hugo
4,02/14/2017 18:19:25,42,0,-177.917648655,Java,46,18,28,0.391304347826087,https://github.com/kdn251/interviews
4,11/21/2017 18:00:27,25,22,-150.61764864333333,C,2349,1515,834,0.644955300127714,https://github.com/Genymobile/scrcpy
9,05/13/2012 03:27:22,20,11,-132.950981965,JavaScript,579,302,277,0.5215889464594128,https://github.com/adam-p/markdown-here
8,01/14/2013 07:54:16,277,54,320.999018045,C#,2707,2668,39,0.9855929072774289,https://github.com/shadowsocks/shadowsocks-windows
6,03/28/2015 00:35:42,2495,28,-1.11764861,Python,10751,10371,380,0.9646544507487675,https://github.com/keras-team/keras
3,04/04/2018 01:11:44,0,1,-178.80098193333333,Java,400,381,19,0.9525,https://github.com/macrozheng/mall
9,02/25/2012 12:39:13,194,36,-124.43431525666666,Python,692,572,120,0.8265895953757225,https://github.com/httpie/httpie
7,04/03/2014 15:45:02,296,0,-133.05098191166667,Assembly,368,310,58,0.842391304347826,https://github.com/chrislgarry/Apollo-11
11,01/24/2010 18:03:24,511,32,-78.22477179166667,JavaScript,1224,1215,9,0.9926470588235294,https://github.com/h5bp/html5-boilerplate
6,05/21/2015 22:43:05,15291,94,-1.6247717433333333,JavaScript,12923,12718,205,0.9841368103381568,https://github.com/gatsbyjs/gatsby
7,07/15/2014 19:11:19,685,0,-159.49143839166666,Python,70,70,0,1,https://github.com/josephmisiti/awesome-machine-learning
7,06/16/2014 23:57:25,728,18,100.80856162666667,Go,1653,1315,338,0.7955232909860859,https://github.com/gin-gonic/gin
11,04/15/2010 17:47:47,617,58,-170.67477169,Shell,1615,1353,262,0.8377708978328173,https://github.com/nvm-sh/nvm
12,03/21/2009 22:32:25,2111,23,-10.058104998333333,C,4973,3374,1599,0.6784637040016087,https://github.com/redis/redis
5,09/03/2016 06:19:26,3140,136,-127.841438315,Vue,16561,14842,1719,0.8962019201739025,https://github.com/ElemeFE/element
9,04/07/2012 04:11:46,573,2,-124.87477163166666,JavaScript,3981,3811,170,0.9572971615172068,https://github.com/lodash/lodash
5,08/13/2016 05:26:41,4598,34,-179.15810494666667,C++,21909,15267,6642,0.6968369163357524,https://github.com/pytorch/pytorch
3,10/29/2018 13:56:00,4522,65,-78.77477159,Python,7608,7263,345,0.9546529968454258,https://github.com/huggingface/transformers
7,08/26/2014 15:52:15,3165,79,-87.79143824,C++,4569,3476,1093,0.7607791639308382,https://github.com/protocolbuffers/protobuf
9,02/09/2012 23:34:10,382,0,-138.05810489,Nunjucks,113,110,3,0.9734513274336283,https://github.com/h5bp/Front-end-Developer-Interview-Questions
5,11/20/2016 18:13:05,2159,0,-148.40810487166667,TypeScript,3885,3398,487,0.8746460746460747,https://github.com/sveltejs/svelte
9,03/06/2012 14:58:02,33896,3,-168.34143818833334,Python,29566,28493,1073,0.9637083136034634,https://github.com/ansible/ansible
10,02/06/2011 13:39:55,84,0,-49.54143817,JavaScript,93,56,37,0.6021505376344086,https://github.com/resume/resume.github.com
8,04/08/2013 23:32:04,351,153,-157.85810482,JavaScript,6164,5231,933,0.8486372485399092,https://github.com/Semantic-Org/Semantic-UI
13,04/11/2008 02:19:47,18626,45,-154.35810480333333,Ruby,14926,14579,347,0.9767519764169905,https://github.com/rails/rails
8,12/15/2013 14:31:41,386,0,-168.19143811333333,Shell,135,122,13,0.9037037037037037,https://github.com/papers-we-love/papers-we-love
3,02/06/2018 23:54:00,1,1,-161.47477143,Dockerfile,4021,514,3507,0.12782889828400895,https://github.com/kelseyhightower/nocode
6,03/18/2015 21:06:26,1574,0,183.925228585,HTML,0,0,0,0,https://github.com/ripienaar/free-for-dev
6,12/21/2015 15:24:59,336,65,-82.57477139666666,Go,2040,1951,89,0.9563725490196079,https://github.com/fatedier/frp
3,06/23/2018 10:43:14,105,0,-171.92477138,,53,47,6,0.8867924528301887,https://github.com/trimstray/the-book-of-secret-knowledge
8,04/03/2013 03:18:59,836,90,-96.97477136166667,TypeScript,14414,12168,2246,0.844179270154017,https://github.com/apache/echarts
2,02/27/2019 16:50:41,790,66,-117.97477134333333,TypeScript,2424,2095,329,0.8642739273927392,https://github.com/cdr/code-server
11,08/17/2010 09:43:38,7754,23,59.641895338333335,Python,8726,7070,1656,0.8102223240889297,https://github.com/scikit-learn/scikit-learn
7,01/31/2014 13:39:22,5408,22,-53.12477131,Vim script,7028,5835,1193,0.8302504268639727,https://github.com/neovim/neovim
5,05/04/2016 06:24:11,14,9,-173.04143796,Python,1805,1798,7,0.9961218836565097,https://github.com/521xueweihan/HelloGitHub
4,10/06/2017 14:59:14,1030,153,-125.00810460833333,JavaScript,1671,1615,56,0.9664871334530222,https://github.com/tailwindlabs/tailwindcss
10,03/01/2011 02:46:06,709,0,27.30856221333333,JavaScript,3909,3788,121,0.9690457917625991,https://github.com/moment/moment
10,02/13/2011 18:38:17,1399,0,-95.39143776666667,Python,3439,3232,207,0.9398080837452748,https://github.com/psf/requests
3,06/27/2018 06:36:45,300,0,283.8252289183333,JavaScript,174,79,95,0.4540229885057471,https://github.com/scutan90/DeepLearning-500-questions
7,11/20/2014 06:20:50,188,0,-43.341437731666666,,94,46,48,0.48936170212765956,https://github.com/awesomedata/awesome-public-datasets
5,03/30/2016 15:47:10,25,0,3.5252289516666666,,0,0,0,0,https://github.com/Hack-with-Github/Awesome-Hacking
8,09/17/2013 07:29:48,27169,807,-179.05810435833334,Python,22547,21566,981,0.9564908857054154,https://github.com/home-assistant/core
5,07/17/2016 15:33:47,557,0,-91.491437675,JavaScript,299,230,69,0.7692307692307693,https://github.com/jaywcjlove/awesome-mac
10,05/04/2011 10:20:25,56,0,33.141895675,CSS,479,445,34,0.9290187891440501,https://github.com/necolas/normalize.css
8,08/20/2013 23:06:02,2980,249,-43.00810430833333,TypeScript,19150,18501,649,0.9661096605744125,https://github.com/ionic-team/ionic-framework
8,01/08/2013 20:11:48,3030,224,-34.058104291666666,Java,3057,3045,12,0.9960745829244357,https://github.com/ReactiveX/RxJava
4,08/24/2017 13:18:26,86,0,610.441895725,,30,16,14,0.5333333333333333,https://github.com/mtdvio/every-programmer-should-know
7,08/06/2014 05:31:44,750,0,-133.35810425666668,,77,68,9,0.8831168831168831,https://github.com/enaqx/awesome-react
5,01/23/2016 23:48:34,567,16,41.44189576,CSS,2328,2149,179,0.9231099656357389,https://github.com/jgthms/bulma
11,12/08/2010 04:04:45,690,210,348.22522910833334,Java,21130,20060,1070,0.9493610979649787,https://github.com/spring-projects/spring-framework
2,02/25/2019 18:36:56,149,0,-164.50810420833332,,63,29,34,0.4603174603174603,https://github.com/florinpop17/app-ideas
7,05/16/2014 22:22:51,1212,156,-98.32477085833334,JavaScript,5934,5893,41,0.9930906639703404,https://github.com/remix-run/react-router
3,03/30/2018 09:13:51,218,37,-150.508104175,JavaScript,228,220,8,0.9649122807017544,https://github.com/azl397985856/leetcode
7,10/08/2014 18:01:28,35,16,-139.90810415833334,,1035,710,325,0.6859903381642513,https://github.com/google/material-design-icons
8,12/11/2013 15:59:56,14232,240,113.42522919333334,TypeScript,21276,19414,1862,0.9124835495393872,https://github.com/grafana/grafana
3,09/04/2018 13:27:04,107,0,9.07522921,JavaScript,31,27,4,0.8709677419354839,https://github.com/leonardomso/33-js-concepts
13,10/20/2008 06:29:03,2946,100,-173.62477077333332,Ruby,4448,4364,84,0.9811151079136691,https://github.com/jekyll/jekyll
9,01/19/2012 01:58:17,1421,0,375.508562575,JavaScript,8566,8478,88,0.9897268269904272,https://github.com/meteor/meteor
6,11/28/2015 09:48:17,167,0,-166.63123690833334,,27,27,0,1,https://github.com/DopplerHQ/awesome-interview-questions
7,05/29/2014 16:23:17,354,32,-172.88123688166667,Java,3276,2638,638,0.8052503052503053,https://github.com/google/guava
7,07/11/2014 13:35:34,378,0,-32.314570206666666,,92,90,2,0.9782608695652174,https://github.com/sindresorhus/awesome-nodejs
4,03/05/2017 20:25:17,301,0,9.068763133333333,,57,56,1,0.9824561403508771,https://github.com/sdmg15/Best-websites-a-programmer-should-visit
6,11/21/2015 19:05:09,62,0,336.03542980833333,JavaScript,66,33,33,0.5,https://github.com/NARKOZ/hacker-scripts
7,01/04/2014 16:05:36,17454,32,-172.69790351333333,C++,29221,23772,5449,0.8135245200369597,https://github.com/godotengine/godot
7,08/12/2014 18:04:59,1202,12,-61.797903506666664,C++,2134,1809,325,0.8477038425492034,https://github.com/tesseract-ocr/tesseract
9,08/20/2012 15:53:36,541,113,-164.96457016666668,Python,0,0,0,0,https://github.com/soimort/you-get
11,02/22/2010 02:01:14,1713,20,188.018763175,Python,2498,2015,483,0.8066453162530024,https://github.com/scrapy/scrapy
4,03/03/2017 21:52:39,87,2,-129.29790348333333,Python,1162,546,616,0.46987951807228917,https://github.com/ageitgey/face_recognition
7,12/24/2014 01:45:03,89,0,661.31876319,,90,89,1,0.9888888888888889,https://github.com/wasabeef/awesome-android-ui
6,08/08/2015 20:57:20,90,0,-42.84790347,Python,79,28,51,0.35443037974683544,https://github.com/minimaxir/big-list-of-naughty-strings
6,11/11/2015 14:21:19,87,0,-88.49790346333333,Jupyter Notebook,225,68,157,0.3022222222222222,https://github.com/aymericdamien/TensorFlow-Examples
9,07/23/2012 13:42:55,2668,0,78.73542987666667,Kotlin,3466,3350,116,0.966532025389498,https://github.com/square/okhttp
6,04/21/2015 03:48:40,3705,280,265.4354298833333,JavaScript,5330,4441,889,0.8332082551594747,https://github.com/serverless/serverless
5,11/29/2016 17:13:37,5184,75,-62.48123677666667,JavaScript,5125,4391,734,0.856780487804878,https://github.com/prettier/prettier
5,07/16/2016 10:21:02,529,0,-160.36457010333334,Java,392,381,11,0.9719387755102041,https://github.com/TheAlgorithms/Java
5,03/13/2016 21:37:45,71,14,9.018763293333333,JavaScript,614,471,143,0.7671009771986971,https://github.com/juliangarnier/anime
6,07/21/2015 18:55:34,7411,40,187.7687633,Python,7010,6042,968,0.8619115549215407,https://github.com/apache/superset
5,01/19/2016 17:39:16,1652,142,-108.79790336,JavaScript,6250,4491,1759,0.71856,https://github.com/yarnpkg/yarn
4,02/04/2017 20:12:52,3184,55,-10.11457002,TypeScript,3680,3626,54,0.9853260869565217,https://github.com/nestjs/nest
4,02/10/2017 19:23:51,22473,0,-139.18123668,Python,0,0,0,0,https://github.com/python/cpython
8,11/26/2013 09:48:21,2000,271,92.68542999333333,Go,4626,4351,275,0.9405533938607868,https://github.com/syncthing/syncthing
7,09/28/2014 13:38:23,4353,268,-121.34790333333333,JavaScript,7826,7240,586,0.9251213902376693,https://github.com/babel/babel
8,12/25/2013 02:52:40,847,70,23.46876334,JavaScript,2567,2518,49,0.9809115699259836,https://github.com/ColorlibHQ/AdminLTE
5,02/05/2016 13:42:07,176,0,-113.89790332,Kotlin,409,282,127,0.6894865525672371,https://github.com/android/architecture-samples
6,09/30/2015 15:34:48,3573,181,-174.98123664666667,JavaScript,5305,4798,507,0.9044297832233742,https://github.com/strapi/strapi
13,07/23/2008 14:21:26,3,0,-172.76456997333332,C,0,0,0,0,https://github.com/git/git
4,08/07/2017 16:36:47,1715,5,67.78543003333333,JavaScript,3931,3392,539,0.8628847621470364,https://github.com/parcel-bundler/parcel
8,10/23/2013 16:04:23,291,11,-155.48123662666666,Go,2004,1769,235,0.8827345309381237,https://github.com/junegunn/fzf
4,07/22/2017 12:21:03,106,0,-127.314569955,,74,33,41,0.44594594594594594,https://github.com/ziishaned/learn-regex
3,11/14/2018 22:00:57,2444,0,-171.36456994833333,JavaScript,1395,1335,60,0.956989247311828,https://github.com/iptv-org/iptv
11,09/06/2010 21:39:43,738,0,459.202096725,Java,2513,2393,120,0.9522483087942698,https://github.com/square/retrofit
7,09/12/2014 19:35:38,449,41,322.96876340166665,JavaScript,5199,4575,624,0.8799769186381996,https://github.com/Dogfalo/materialize
9,02/13/2012 17:29:58,1863,170,225.40209674333335,Kotlin,0,0,0,0,https://github.com/JetBrains/kotlin
9,11/24/2012 11:14:12,3911,185,182.83543008333334,Go,4151,3798,353,0.9149602505420381,https://github.com/prometheus/prometheus
9,08/02/2012 11:49:35,756,0,169.00209675666667,Go,286,181,105,0.6328671328671329,https://github.com/astaxie/build-web-application-with-golang
9,01/04/2012 06:21:10,563,0,-146.33123657,JavaScript,6936,6088,848,0.8777393310265282,https://github.com/nwjs/nw.js
8,05/04/2013 11:09:13,5560,441,66.63543010333333,JavaScript,6144,6105,39,0.99365234375,https://github.com/TryGhost/Ghost
4,12/19/2017 09:44:13,329,3,-168.097903225,Python,706,693,13,0.9815864022662889,https://github.com/deepfakes/faceswap
2,09/05/2019 03:01:56,0,0,483.55209678166665,Java,189,53,136,0.2804232804232804,https://github.com/kon9chunkit/GitHub-Chinese-Top-Charts
7,07/10/2014 16:03:45,2152,0,409.868763455,Swift,444,443,1,0.9977477477477478,https://github.com/vsouza/awesome-ios
6,09/04/2015 11:42:53,202,247,-120.697903205,Go,2391,2369,22,0.9907988289418653,https://github.com/v2ray/v2ray-core
7,11/15/2014 18:36:49,184,0,-32.281236531666664,,63,34,29,0.5396825396825397,https://github.com/prakhar1989/awesome-courses
5,10/26/2016 11:18:47,2315,150,-160.34790319166666,JavaScript,6393,6042,351,0.9450961989676209,https://github.com/nuxt/nuxt.js
7,02/12/2014 01:57:08,1198,60,346.2854301483333,Go,4755,3998,757,0.8407991587802314,https://github.com/gogs/gogs
7,11/01/2014 23:52:32,627,71,-134.93123651166667,JavaScript,1496,1049,447,0.7012032085561497,https://github.com/mermaid-js/mermaid
2,06/12/2019 08:26:27,262,0,-88.64790317166667,,175,126,49,0.72,https://github.com/lydiahallie/javascript-questions
6,04/11/2015 20:48:23,526,3,-119.26456983333334,C++,2023,1546,477,0.764211566979733,https://github.com/x64dbg/x64dbg
4,05/07/2017 11:45:27,391,0,-125.44790315833333,Dart,0,0,0,0,https://github.com/Solido/awesome-flutter
7,07/22/2014 20:35:09,207,0,591.4718090716667,,64,50,14,0.78125,https://github.com/k88hudson/git-flight-rules
8,07/06/2013 21:57:21,6437,202,-177.111524245,Go,5485,5324,161,0.9706472196900638,https://github.com/etcd-io/etcd
6,03/22/2015 18:50:58,440,3,45.871809095,Python,895,592,303,0.6614525139664804,https://github.com/3b1b/manim
5,12/23/2016 01:49:20,20,0,-119.444857565,Vue,550,458,92,0.8327272727272728,https://github.com/bailicangdu/vue2-elm
5,07/01/2016 06:01:21,2056,69,-81.47819089333333,TypeScript,3335,2597,738,0.7787106446776612,https://github.com/vercel/hyper
5,09/30/2016 03:13:43,55,0,2408.3551424483335,CSS,585,444,141,0.7589743589743589,https://github.com/FreeCodeCampChina/freecodecamp.cn
10,12/28/2011 22:23:19,100,14,702.22180917,JavaScript,446,398,48,0.8923766816143498,https://github.com/impress/impress.js
8,07/04/2013 13:37:27,19,0,-11.044857491666667,,61,31,30,0.5081967213114754,https://github.com/karan/Projects
7,07/31/2014 05:56:19,499,86,-125.82819081833334,Swift,2562,2530,32,0.9875097580015613,https://github.com/Alamofire/Alamofire
8,12/10/2013 00:18:04,4153,128,-130.49485747666665,TypeScript,6408,4982,1426,0.7774656679151061,https://github.com/facebook/jest
3,04/10/2018 09:26:44,574,103,-172.078190805,JavaScript,873,620,253,0.7101947308132875,https://github.com/iamkun/dayjs
9,06/19/2012 07:56:02,2551,38,-175.31152413333334,Java,4616,3761,855,0.8147746967071057,https://github.com/apache/dubbo
10,04/21/2011 07:01:50,17250,105,-148.79485746,Julia,20295,16915,3380,0.8334565163833456,https://github.com/JuliaLang/julia
10,04/26/2011 06:32:03,5207,38,-174.194857455,JavaScript,7772,7347,425,0.9453165208440556,https://github.com/mozilla/pdf.js
5,09/22/2016 20:04:48,252,0,558.5884758833333,,0,0,0,0,https://github.com/justjavac/awesome-wechat-weapp
4,12/27/2017 03:46:40,24,0,-159.42819077666667,,0,0,0,0,https://github.com/binhnguyennus/awesome-scalability
