Cbo,CboModified,Dit,Lcom,Lcom2,Loc,RepositoryName
3,5,1,0,0.33333334,124341,linkedin/databus
2,4,1,1,0,45101,networknt/light-4j
3,6,1,0,0,2437,saysky/ForestBlog
0,2,1,1,0,177,tangqi92/Android-Tips
3,4,1,0,0,6892,bluelinelabs/LoganSquare
2,4,1,0,0,5287,liuyubobobo/Play-with-Algorithms
3,7,1,0,0,20865,google/data-transfer-project
2,2,1,0,0,4876,kevinsawicki/http-request
1,1,1,0,0,622,Fuzion24/JustTrustMe
3,4,1,1,0,5116,tiann/epic
3,4,2,0,0,4723,ragunathjawahar/android-saripaar
3,3,1,0,0,1371,ittianyu/BottomNavigationViewEx
2,2,1,0,0,4301,bauerca/drag-sort-listview
4.5,5,2,1,0,1387,hmkcode/Android
4,6,1,0,0,2870,java-aodeng/hope-boot
4,6,1,1,0,5910,bilibili/boxing
5,7.5,2,1,0,3717,chrisbanes/ActionBar-PullToRefresh
3,4,1,1,0,13594,UnevenSoftware/LeafPic
4,4,1,0,0,362452,eclipse/jetty.project
4,8,1,3,0,30029,JSQLParser/JSqlParser
2,4,1,0,0,6971,yangfuhai/afinal
4,5,2,0,0,55777,traccar/traccar
2,2,1,1,0,712,daimajia/AndroidViewHover
5,5,1,0,0,10635,Javen205/IJPay
5.5,7.5,1,1,0.54166665,6343,mik3y/usb-serial-for-android
6,9,1,1,0,5395,uber/AutoDispose
3,4,1,1,0,7997,pengjianbo/GalleryFinal
5,8,1,1,0,407972,crate/crate
1,1,1,0,0,5684,zzz40500/GsonFormat
6,7,1,0,0,20975,spring-cloud/spring-cloud-gateway
3,4,1,0,0,70330,dataease/dataease
4,6,1,0,0,107753,MovingBlocks/Terasology
4,7,1,1,0.16666667,204213,apache/kylin
5,6,2,1,0,9650,vert-x3/vertx-examples
3,6,1,1,0,30390,jfinal/jfinal
6,8,2,1,0.222222225,1706,hitherejoe/animate
3,3,1,0,0,8443,andOTP/andOTP
2.5,3.5,1,0,0.21875,650,facebookarchive/network-connection-class
2,2,1,0,0,1841,wendux/DSBridge-Android
2,2,1,0,0,6798,fyhertz/libstreaming
3,4,1,1,0.083333335,7294,huanghongxun/HMCL
3,4.5,1,0,0.16666667,824,amulyakhare/TextDrawable
3,4,1,0,0,4473,airbnb/native-navigation
5,6,2,1,0,31287,eishay/jvm-serializers
2,3,1,0,0,4663,chenBingX/SuperTextView
2,2,1,0,0,88238,remkop/picocli
0,0,0,0,0,0,RedSpider1/concurrent
3,5,1,1,0,33585,nicolasgramlich/AndEngine
3.5,6,1,0,0,6101,BelooS/ChipsLayoutManager
2,3,1,0,0,14361,Skykai521/StickerCamera
3,5,1,1,0,63193,alibaba/cobar
2.5,3,1,0,0,1607,yipianfengye/android-adDialog
3,5,1,0,0,4228,danylovolokh/VideoPlayerManager
2,4,1,0,0,9296,google/volley
6,8,1,3,0,6485,liujingxing/rxhttp
7,9,1,1,0.25,12143,cryptomator/cryptomator
4,4,1,0,0,390,ityouknow/spring-cloud-examples
4,5,1,0.5,0,4806,JakeWharton/u2020
4,6,1,0,0,7710,Nightonke/BoomMenu
4,6,1,1,0,37596,weibocom/motan
4,6,1,0,0,3658,prolificinteractive/material-calendarview
4,6,1,0,0,77738,lettuce-io/lettuce-core
2,3,1,0,0,2258,awangdev/LintCode
2,3.5,1,0,0,1096,pedrovgs/AndroidWiFiADB
3,4,1,0,0,473,hugeterry/CoordinatorTabLayout
3,4.5,1,0,0,1736,Jacksgong/JKeyboardPanelSwitch
3,5,1,1,0,12176,google/google-java-format
5,7,1,1,0,87877,ankidroid/Anki-Android
3,4,1,0,0,2714,hansonwang99/Spring-Boot-In-Action
1,3,1,1,0,329,javagrowing/JGrowing
2,2,1,0,0,1111,ChadCSong/ShineButton
2,4.5,1,3.5,0,2953,Meituan-Dianping/Robust
7,7,2,0,0,906,baoyachi/StepView
3,3,1,0,0,12171,CellularPrivacy/Android-IMSI-Catcher-Detector
4,4,1,0,0,1747,macrozheng/springcloud-learning
3,5,1,0,0,97195,bitcoinj/bitcoinj
2,3,1,0,0,21786,Netflix/ribbon
6,9,1,0,0,8663,airbnb/DeepLinkDispatch
7,8.5,1,0,0,2541,youtube/api-samples
2.5,3,1,0,0,976,Yalantis/Phoenix
6,7,2,0,0.42857143,240,rubensousa/ViewPagerCards
3,4,2,1,0,2123,bingoogolapple/BGABanner-Android
3,4,1,0,0,24338,alibaba/Tangram-Android
3,5,2,1,0,1014,makovkastar/FloatingActionButton
4,6,1,0,0,7772,codingapi/tx-lcn
3,4,1,0,0,21137,natario1/CameraView
6,9,1,1,0.16666667,613136,trinodb/trino
4,4,1,1,0,4428,dinuscxj/LoadingDrawable
1.5,3,1,0,0,3087,cjlin1/libsvm
5,7,1,1,0.5,1449,Exrick/xpay
3,5,1,3,0.2,5353,zhanglei-workspace/shopping-management-system
4,5,1,1,0,17932,getActivity/AndroidProject
3,4,1,0,0,1001,rengwuxian/RxJavaSamples
2,2,1,0,0,5144,BoltsFramework/Bolts-Android
4,5,1,0,0,1082102,apache/ignite
5,7,2,1,0,1712,ongakuer/CircleIndicator
2,2,1,0,0,1759,qstumn/BadgeView
4,5,1,1,0,24549,ThirtyDegreesRay/OpenHub
5,5,1,1,0,207260,alibaba/jstorm
8,10,1,0,0,8805,zuihou/lamp-cloud
3,4,1,0,0,1522,CodingDocs/springboot-guide
6,9,1,0,0.25,44102,airbytehq/airbyte
3,4,1,1,0.25,909,JoanZapata/android-iconify
1,3,1,2,0,9515,stleary/JSON-java
2,3,1,0,0,6273,lcodecorex/TwinklingRefreshLayout
3,5,1,1,0,66767,iNPUTmice/Conversations
4,5,1,1,0,1937534,apache/hive
3,5,1,1,0,2730,ZHENFENG13/spring-boot-projects
2,3.5,1,1,0,1473,yhaolpz/FloatWindow
